Player,Age,Pos,G,GS,Rush Atts,Rush Yards,Rush TDs,Rush Fmb,Targets,Receptions,Rec Yards,Rec TDs,Rec Fmb
Brandon Aiyuk,23.0,WR,17.0,16.0,5.0,17.0,0.0,2.0,84.0,56.0,826.0,5.0,2.0
Marvin Jones,31.0,WR,17.0,16.0,0.0,0.0,0.0,0.0,120.0,73.0,832.0,4.0,0.0
Van Jefferson,25.0,WR,17.0,17.0,2.0,20.0,0.0,0.0,89.0,50.0,802.0,6.0,0.0
Courtland Sutton,26.0,WR,17.0,16.0,0.0,0.0,0.0,0.0,98.0,58.0,776.0,2.0,0.0
Russell Gage,25.0,WR,14.0,9.0,0.0,0.0,0.0,2.0,94.0,66.0,770.0,4.0,2.0
Mecole Hardman,23.0,WR,17.0,8.0,8.0,46.0,0.0,3.0,83.0,59.0,693.0,2.0,3.0
Tim Patrick,28.0,WR,16.0,16.0,0.0,0.0,0.0,0.0,85.0,53.0,734.0,5.0,0.0
Adam Thielen,31.0,WR,13.0,13.0,1.0,2.0,0.0,1.0,95.0,67.0,726.0,10.0,1.0
Marquez Callaway,23.0,WR,17.0,11.0,0.0,0.0,0.0,0.0,84.0,46.0,698.0,6.0,0.0
Cole Beasley,32.0,WR,16.0,8.0,0.0,0.0,0.0,1.0,112.0,82.0,693.0,1.0,1.0
K.J. Osborn,24.0,WR,17.0,9.0,1.0,10.0,0.0,0.0,82.0,50.0,655.0,7.0,0.0
Laviska Shenault Jr.,23.0,WR,16.0,10.0,11.0,41.0,0.0,1.0,100.0,63.0,619.0,0.0,1.0
Emmanuel Sanders,34.0,WR,14.0,13.0,2.0,31.0,0.0,0.0,72.0,42.0,626.0,4.0,0.0
Quez Watkins,23.0,WR,17.0,12.0,1.0,3.0,0.0,0.0,62.0,43.0,647.0,1.0,0.0
Cedrick Wilson Jr.,26.0,WR,16.0,4.0,2.0,11.0,0.0,3.0,61.0,45.0,602.0,6.0,3.0
Deonte Harty,24.0,WR,13.0,1.0,5.0,41.0,0.0,2.0,59.0,36.0,570.0,3.0,2.0
Jarvis Landry,29.0,WR,12.0,12.0,6.0,40.0,2.0,3.0,87.0,52.0,570.0,2.0,3.0
Kalif Raymond,27.0,WR,16.0,14.0,4.0,28.0,0.0,0.0,71.0,48.0,576.0,4.0,0.0
Robert Woods,29.0,WR,9.0,9.0,8.0,46.0,1.0,0.0,69.0,45.0,556.0,4.0,0.0
Donovan Peoples-Jones,22.0,WR,14.0,9.0,0.0,0.0,0.0,2.0,58.0,34.0,597.0,3.0,2.0
Elijah Moore,21.0,WR,11.0,6.0,5.0,54.0,1.0,0.0,77.0,43.0,538.0,5.0,0.0
DeAndre Hopkins,29.0,WR,10.0,10.0,0.0,0.0,0.0,0.0,64.0,42.0,572.0,8.0,0.0
Bryan Edwards,23.0,WR,16.0,12.0,1.0,0.0,0.0,1.0,59.0,34.0,571.0,3.0,1.0
Byron Pringle,28.0,WR,17.0,5.0,0.0,0.0,0.0,2.0,60.0,42.0,568.0,5.0,2.0
Robbie Chosen,28.0,WR,17.0,16.0,3.0,36.0,0.0,0.0,110.0,53.0,519.0,5.0,0.0
Odell Beckham Jr.,29.0,WR,14.0,13.0,2.0,14.0,0.0,0.0,82.0,44.0,537.0,5.0,0.0
Odell Beckham Jr.,29.0,WR,14.0,13.0,2.0,14.0,0.0,0.0,82.0,44.0,537.0,5.0,0.0
Antonio Brown,33.0,WR,7.0,3.0,1.0,6.0,0.0,0.0,62.0,42.0,545.0,4.0,0.0
Zay Jones,26.0,WR,17.0,9.0,2.0,3.0,0.0,1.0,70.0,47.0,546.0,1.0,1.0
Gabriel Davis,22.0,WR,16.0,4.0,0.0,0.0,0.0,0.0,63.0,35.0,549.0,6.0,0.0
Allen Lazard,26.0,WR,15.0,13.0,3.0,32.0,0.0,0.0,60.0,40.0,513.0,8.0,0.0
Odell Beckham Jr.,29.0,WR,14.0,13.0,0.0,0.0,0.0,0.0,82.0,44.0,537.0,5.0,0.0
Kenny Golladay,28.0,WR,14.0,14.0,0.0,0.0,0.0,0.0,76.0,37.0,521.0,0.0,0.0
Rashod Bateman,22.0,WR,12.0,4.0,0.0,0.0,0.0,0.0,68.0,46.0,515.0,1.0,0.0
DeVante Parker,28.0,WR,10.0,8.0,0.0,0.0,0.0,0.0,73.0,40.0,515.0,2.0,0.0
Rondale Moore,21.0,WR,14.0,7.0,18.0,76.0,0.0,3.0,64.0,54.0,435.0,1.0,3.0
Corey Davis,26.0,WR,9.0,9.0,0.0,0.0,0.0,2.0,59.0,34.0,492.0,4.0,2.0
Henry Ruggs III,22.0,WR,7.0,7.0,3.0,16.0,0.0,0.0,36.0,24.0,469.0,2.0,0.0
Nelson Agholor,28.0,WR,15.0,13.0,3.0,11.0,0.0,0.0,64.0,37.0,473.0,3.0,0.0
Jalen Guyton,24.0,WR,16.0,2.0,7.0,34.0,0.0,1.0,48.0,31.0,448.0,3.0,1.0
Nick Westbrook-Ikhine,24.0,WR,16.0,7.0,0.0,0.0,0.0,1.0,57.0,38.0,476.0,4.0,1.0
