Rk,Player,Age,Team,Pos,G,GS,Cmp,Att,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,OnTgt,OnTgt%,PktTime,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Plays,Yds,PassAtt,PassYds,RushAtt,RushYds,PassAtt,PassYds,Awards
75.0,Logan Woodside,28.0,ATL,QB,1.0,0.0,3.0,4.0,6.0,1.5,-2.0,-0.7,-0.5,29.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,2.4,0.0,0.0,1.0,2.0,40.0,0.0,,3.0,28.0,2.0,22.0,1.0,6.0,2.0,22.0,
76.0,Derrick Henry,29.0,TEN,RB,17.0,17.0,2.0,3.0,27.0,9.0,14.0,7.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,2.0,66.7,2.1,1.0,0.0,0.0,0.0,0.0,0.0,,13.0,62.0,2.0,12.0,11.0,50.0,0.0,0.0,PB
77.0,Jakobi Meyers,27.0,LVR,WR,16.0,16.0,2.0,3.0,12.0,4.0,12.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,1.0,3.0,0.0,0.0,2.0,9.0,
78.0,Keenan Allen,31.0,LAC,WR,13.0,13.0,1.0,2.0,39.0,19.5,22.0,22.0,11.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,50.0,3.3,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PB
79.0,Christian Kirk,27.0,JAX,WR,12.0,12.0,1.0,2.0,25.0,12.5,-1.0,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,50.0,2.9,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,0.0,
80.0,Tyler Boyd,29.0,CIN,WR,17.0,13.0,0.0,1.0,-8.0,-8.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,2.1,1.0,0.0,1.0,1.0,100.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
81.0,Dyami Brown,24.0,WAS,WR,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,
82.0,Ja'Marr Chase,23.0,CIN,WR,16.0,16.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,-15.0,1.0,-7.0,1.0,-8.0,0.0,0.0,PB
83.0,Sean Clifford,25.0,GNB,QB,2.0,0.0,1.0,1.0,34.0,34.0,34.0,34.0,34.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.4,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
84.0,Logan Cooke,28.0,JAX,P,17.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.3,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
85.0,Kenneth Gainwell,24.0,PHI,RB,16.0,2.0,1.0,1.0,17.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,68.0,0.0,0.0,15.0,68.0,1.0,17.0,
86.0,Chris Godwin,27.0,TAM,WR,17.0,17.0,0.0,1.0,18.0,18.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
87.0,Johnny Hekker,33.0,CAR,P,17.0,0.0,1.0,1.0,-4.0,-4.0,-4.0,-4.0,-4.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.2,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
88.0,Connor Heyward,24.0,PIT,TE,17.0,7.0,0.0,1.0,-4.0,-4.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.1,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
89.0,DeAndre Hopkins,31.0,TEN,WR,17.0,16.0,0.0,1.0,-1.0,-1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,3.3,1.0,0.0,1.0,1.0,50.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
90.0,Justin Jefferson,24.0,MIN,WR,10.0,9.0,0.0,1.0,20.0,20.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,3.2,1.0,0.0,1.0,1.0,100.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
91.0,Drake London,22.0,ATL,WR,16.0,16.0,1.0,1.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.1,0.0,1.0,0.0,1.0,100.0,0.0,,1.0,22.0,1.0,22.0,0.0,0.0,0.0,0.0,
92.0,Braden Mann,26.0,PHI,P,15.0,0.0,1.0,1.0,11.0,11.0,11.0,11.0,11.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
93.0,Jerick McKinnon,31.0,KAN,RB,12.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,11.0,1.0,4.0,1.0,7.0,0.0,0.0,
94.0,Thomas Morstead,37.0,NYJ,P,17.0,0.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.9,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
95.0,Jalen Reeves-Maybin,28.0,DET,LB,17.0,0.0,1.0,1.0,22.0,22.0,22.0,22.0,22.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PB,AP-2"
96.0,Aaron Rodgers,40.0,NYJ,QB,1.0,1.0,0.0,1.0,17.0,17.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,,3.2,0.0,1.0,1.0,3.0,150.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
97.0,Deebo Samuel,27.0,SFO,WR,15.0,15.0,0.0,1.0,11.0,11.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,,0.6,0.0,0.0,1.0,1.0,100.0,0.0,,3.0,-3.0,1.0,0.0,2.0,-3.0,0.0,0.0,
98.0,Devin Singletary,26.0,HOU,RB,17.0,10.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.7,0.0,0.0,1.0,1.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,
99.0,Jonnu Smith,28.0,ATL,TE,17.0,6.0,0.0,1.0,7.0,7.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
100.0,Kadarius Toney,24.0,KAN,WR,13.0,2.0,0.0,1.0,16.0,16.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,4.7,0.0,1.0,0.0,1.0,100.0,0.0,,3.0,14.0,0.0,0.0,3.0,14.0,1.0,0.0,
101.0,Tommy Townsend,27.0,KAN,P,17.0,0.0,1.0,1.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102.0,Kyle Trask,25.0,TAM,QB,2.0,0.0,0.0,1.0,3.0,3.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,100.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103.0,Dontayvion Wicks,22.0,GNB,WR,15.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
104.0,Garrett Wilson,23.0,NYJ,WR,17.0,17.0,0.0,1.0,10.0,10.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,League Average,,,,,,,,,7.7,,5.7,3.7,,5.2,,,,,4.8,,16.2,,75.5,2.4,,,,,20.8,,7.2,,,,,,,,,
